Address,Municipality,Locality,LAT,LONG,Updated,Zip,Distance Breaks,Distance Rank ,Distance
6396 ANDERSON HWY,Powhatan County,POWHATAN,37.54938297,-78.10126307,2019-06-04,23139,0.25 - 0.50 Mile,130,0.45
6390 ANDERSON HWY,Powhatan County,POWHATAN,37.54842733,-78.10069488,2019-06-04,23139,0.50 - 1.0 Mile,145,0.51
2235 PINE COVE TRL,Powhatan County,POWHATAN,37.54322855,-78.10921812,2019-06-04,23139,0.25 Mile,58,0.20
6371 ANDERSON HWY,Powhatan County,POWHATAN,37.54763247,-78.09894388,2019-06-04,23139,0.50 - 1.0 Mile,188,0.62
6439 ANDERSON HWY,Powhatan County,POWHATAN,37.5463506,-78.10349467,2019-06-04,23139,0.25 - 0.50 Mile,111,0.37
6459 ANDERSON HWY,Powhatan County,POWHATAN,37.54650446,-78.10464647,2019-06-04,23139,0.25 - 0.50 Mile,88,0.30
6471 ANDERSON HWY,Powhatan County,POWHATAN,37.5466036,-78.10526658,2019-06-04,23139,0.25 - 0.50 Mile,80,0.27
6477 ANDERSON HWY,Powhatan County,POWHATAN,37.54629608,-78.10566718,2019-06-04,23139,0.25 Mile,72,0.25
2250 PINE COVE TRL,Powhatan County,POWHATAN,37.54479529,-78.10784842,2019-06-04,23139,0.25 Mile,45,0.15
1 ANDERSON HWY,Powhatan County,CUMBERLAND,37.54422262,-78.10911256,2019-06-04,23139,0.25 Mile,41,0.14
2225 PINE COVE TRL,Powhatan County,POWHATAN,37.54206517,-78.10995172,2019-06-04,23139,0.25 - 0.50 Mile,78,0.27
6454 ANDERSON HWY,Powhatan County,POWHATAN,37.54733245,-78.10472957,2019-06-04,23139,0.25 - 0.50 Mile,91,0.31
6446 ANDERSON HWY,Powhatan County,POWHATAN,37.54806266,-78.10480985,2019-06-04,23139,0.25 - 0.50 Mile,93,0.32
6438 ANDERSON HWY,Powhatan County,POWHATAN,37.54877001,-78.10388389,2019-06-04,23139,0.25 - 0.50 Mile,105,0.35
6434 ANDERSON HWY,Powhatan County,POWHATAN,37.54825474,-78.10307515,2019-06-04,23139,0.25 - 0.50 Mile,122,0.41
6365 HALEFORD DR,Powhatan County,POWHATAN,37.53780644,-78.09599653,2019-06-04,23139,0.50 - 1.0 Mile,305,0.96
2220 PINE COVE TRL,Powhatan County,POWHATAN,37.54099531,-78.10920768,2019-06-04,23139,0.25 - 0.50 Mile,100,0.35
6342 WALNUT TREE DR,Powhatan County,POWHATAN,37.54225692,-78.09656414,2019-06-04,23139,0.50 - 1.0 Mile,251,0.79
6376 HALEFORD DR,Powhatan County,POWHATAN,37.53997818,-78.09713101,2019-06-04,23139,0.50 - 1.0 Mile,258,0.83
6341 WALNUT TREE DR,Powhatan County,POWHATAN,37.54315665,-78.09601071,2019-06-04,23139,0.50 - 1.0 Mile,254,0.80
2272 WALNUT TREE BLVD,Powhatan County,POWHATAN,37.54649839,-78.0958361,2019-06-04,23139,0.50 - 1.0 Mile,249,0.79
6588 BLENHEIM RD,Powhatan County,POWHATAN,37.53896528,-78.11044619,2019-06-04,23139,0.25 - 0.50 Mile,136,0.47
6582 BLENHEIM RD,Powhatan County,POWHATAN,37.53774821,-78.10913015,2019-06-04,23139,0.50 - 1.0 Mile,171,0.57
2377 MOSBY LN,Powhatan County,POWHATAN,37.54981887,-78.10810263,2019-06-04,23139,0.25 Mile,47,0.15
6372 HALEFORD DR,Powhatan County,POWHATAN,37.5388664,-78.09676651,2019-06-04,23139,0.50 - 1.0 Mile,284,0.88
6483 ANDERSON HWY,Powhatan County,POWHATAN,37.54567735,-78.10709768,2019-06-04,23139,0.25 Mile,50,0.17
2249 WALNUT TREE BLVD,Powhatan County,POWHATAN,37.54481046,-78.09966759,2019-06-04,23139,0.50 - 1.0 Mile,177,0.58
2349 MOSBY RD,Powhatan County,POWHATAN,37.55154163,-78.10665972,2019-06-04,23139,0.25 Mile,35,0.12
2369 MOSBY LN,Powhatan County,POWHATAN,37.54954628,-78.10921835,2019-06-04,23139,0.25 Mile,28,0.11
2375 MOSBY LN,Powhatan County,POWHATAN,37.550599,-78.11008547,2019-06-04,23139,0.25 Mile,12,0.05
2356 MOSBY RD,Powhatan County,POWHATAN,37.5537776,-78.10350787,2019-06-04,23139,0.25 Mile,69,0.23
6338 WALNUT TREE DR,Powhatan County,POWHATAN,37.54147879,-78.09614501,2019-06-04,23139,0.50 - 1.0 Mile,260,0.83
6345 WALNUT TREE DR,Powhatan County,POWHATAN,37.54349093,-78.09619533,2019-06-04,23139,0.50 - 1.0 Mile,248,0.79
6349 WALNUT TREE DR,Powhatan County,POWHATAN,37.54462772,-78.09683422,2019-06-04,23139,0.50 - 1.0 Mile,235,0.74
2248 WALNUT TREE BLVD,Powhatan County,POWHATAN,37.54352143,-78.09927835,2019-06-04,23139,0.50 - 1.0 Mile,187,0.62
2252 WALNUT TREE BLVD,Powhatan County,POWHATAN,37.54426226,-78.0988373,2019-06-04,23139,0.50 - 1.0 Mile,193,0.63
2261 WALNUT TREE BLVD,Powhatan County,POWHATAN,37.54568764,-78.09891675,2019-06-04,23139,0.50 - 1.0 Mile,186,0.62
2260 WALNUT TREE BLVD,Powhatan County,POWHATAN,37.54527129,-78.09813052,2019-06-04,23139,0.50 - 1.0 Mile,204,0.66
6381 HALEFORD DR,Powhatan County,POWHATAN,37.5410166,-78.09681013,2019-06-04,23139,0.50 - 1.0 Mile,255,0.81
6379 HALEFORD DR,Powhatan County,POWHATAN,37.54049299,-78.09631209,2019-06-04,23139,0.50 - 1.0 Mile,268,0.85
2358 MOSBY RD,Powhatan County,POWHATAN,37.55568354,-78.10270621,2019-06-04,23139,0.25 - 0.50 Mile,76,0.26
2264 WALNUT TREE BLVD,Powhatan County,POWHATAN,37.54571343,-78.09788247,2019-06-04,23139,0.50 - 1.0 Mile,210,0.67
2379 MOSBY LN BLDG,Powhatan County,POWHATAN,37.55077912,-78.10942228,2019-06-04,23139,0.25 Mile,21,0.07
2372 MOSBY LN BLDG,Powhatan County,POWHATAN,37.54843798,-78.1094536,2019-06-04,23139,0.25 Mile,22,0.08
6441 ANDERSON HWY,Powhatan County,POWHATAN,37.54562727,-78.10370277,2019-06-04,23139,0.25 - 0.50 Mile,106,0.36
6380 HALEFORD DR,Powhatan County,POWHATAN,37.54045103,-78.09745317,2019-06-04,23139,0.50 - 1.0 Mile,253,0.80
2329 MOSBY RD,Powhatan County,POWHATAN,37.55072663,-78.10518864,2019-06-04,23139,0.25 Mile,61,0.22
6369 HALEFORD DR,Powhatan County,POWHATAN,37.53835101,-78.09578699,2019-06-04,23139,0.50 - 1.0 Mile,298,0.95
2280 WALNUT TREE BLVD,Powhatan County,POWHATAN,37.54784213,-78.09655311,2019-06-04,23139,0.50 - 1.0 Mile,232,0.73
6479 ANDERSON HWY,Powhatan County,POWHATAN,37.54571972,-78.1055767,2019-06-04,23139,0.25 - 0.50 Mile,74,0.25
6393 ANDERSON HWY,Powhatan County,POWHATAN,37.54667801,-78.10046015,2019-06-04,23139,0.50 - 1.0 Mile,153,0.53
6368 HALEFORD DR,Powhatan County,POWHATAN,37.53800169,-78.09708318,2019-06-04,23139,0.50 - 1.0 Mile,289,0.91
6610 BLENHEIM ROAD,Cumberland County,POWHATAN,37.53882399,-78.11390203,2019-09-11,23139,0.25 - 0.50 Mile,128,0.43
246 MILLER LANE,Cumberland County,CUMBERLAND,37.57002938,-78.10929222,2019-09-11,23040,0.50 - 1.0 Mile,225,0.72
83 DEEP RUN ROAD,Cumberland County,CARTERSVILLE,37.58620345,-78.16336228,2019-09-11,23027,1.0 - 2.0 Mile,551,1.81
395 PINEGROVE ROAD,Cumberland County,CUMBERLAND,37.57305657,-78.13678076,2019-09-11,23040,0.25 - 0.50 Mile,103,0.35
385 PINEGROVE ROAD,Cumberland County,CUMBERLAND,37.57198235,-78.1368451,2019-09-11,23040,0.25 - 0.50 Mile,89,0.31
379 PINEGROVE ROAD,Cumberland County,CUMBERLAND,37.57155333,-78.13672358,2019-09-11,23040,0.25 - 0.50 Mile,84,0.28
472 DEEP RUN ROAD,Cumberland County,CARTERSVILLE,37.59183336,-78.13191848,2019-09-11,23027,0.50 - 1.0 Mile,291,0.92
428 DEEP RUN ROAD,Cumberland County,CARTERSVILLE,37.59088763,-78.13616406,2019-09-11,23027,0.50 - 1.0 Mile,285,0.89
881 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.5820705,-78.17491415,2019-09-11,23027,2.0 - 3.0 Mile,636,2.37
882 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.58366223,-78.17207365,2019-09-11,23027,2.0 - 3.0 Mile,607,2.23
75 BABER ROAD,Cumberland County,CUMBERLAND,37.58555996,-78.1825156,2019-09-11,23027,2.0 - 3.0 Mile,789,2.82
153 MT AIRY LANE,Cumberland County,CUMBERLAND,37.57773462,-78.21805789,2019-09-11,23040,3.0 - 5.0 Mile,1777,4.49
151 MT AIRY LANE,Cumberland County,CUMBERLAND,37.57802644,-78.21693698,2019-09-11,23040,3.0 - 5.0 Mile,1731,4.44
16 MARIGOLD LANE,Cumberland County,CUMBERLAND,37.58053742,-78.216947,2019-09-11,23040,3.0 - 5.0 Mile,1776,4.49
176 MT AIRY LANE,Cumberland County,CUMBERLAND,37.57954353,-78.21940464,2019-09-11,23040,3.0 - 5.0 Mile,1859,4.60
243 SHERWOOD ROAD,Cumberland County,CARTERSVILLE,37.6187529,-78.09487446,2019-09-11,23027,3.0 - 5.0 Mile,1001,3.37
238 SHERWOOD ROAD,Cumberland County,CARTERSVILLE,37.61911993,-78.09938782,2019-09-11,23027,3.0 - 5.0 Mile,956,3.29
256 SHERWOOD ROAD,Cumberland County,CARTERSVILLE,37.61851001,-78.09938785,2019-09-11,23027,3.0 - 5.0 Mile,941,3.25
251 SHERWOOD ROAD,Cumberland County,CARTERSVILLE,37.61879847,-78.09815279,2019-09-11,23027,3.0 - 5.0 Mile,959,3.30
267 SHERWOOD ROAD,Cumberland County,CARTERSVILLE,37.61754997,-78.09800799,2019-09-11,23027,3.0 - 5.0 Mile,931,3.22
49 OAKLAND ROAD,Cumberland County,CARTERSVILLE,37.59846375,-78.11347771,2019-09-11,23027,1.0 - 2.0 Mile,526,1.68
1284 CARTERSVILLE ROAD,Cumberland County,CARTERSVILLE,37.61226346,-78.15687733,2019-09-11,23027,2.0 - 3.0 Mile,748,2.70
45 TAYLOR ROAD,Cumberland County,CARTERSVILLE,37.61015983,-78.16497258,2019-09-11,23027,2.0 - 3.0 Mile,794,2.84
49 TAYLOR ROAD,Cumberland County,CARTERSVILLE,37.61051726,-78.16518491,2019-09-11,23027,2.0 - 3.0 Mile,802,2.86
24 BIGGER ROAD,Cumberland County,CUMBERLAND,37.6125612,-78.19183626,2019-09-11,23040,3.0 - 5.0 Mile,1449,4.04
54 RHODES LANE,Cumberland County,CARTERSVILLE,37.62650506,-78.11352402,2019-09-11,23027,3.0 - 5.0 Mile,1055,3.45
142 JENNINGS ROAD,Cumberland County,CARTERSVILLE,37.62644253,-78.12465213,2019-09-11,23027,3.0 - 5.0 Mile,974,3.32
12 CARNEAL COU*,Cumberland County,CARTERSVILLE,37.62120213,-78.14660005,2019-09-11,23027,3.0 - 5.0 Mile,856,3.05
6 CARNEAL COU*,Cumberland County,CARTERSVILLE,37.62131967,-78.14692517,2019-09-11,23027,3.0 - 5.0 Mile,865,3.06
54 FRENCHS STORE ROAD,Cumberland County,CUMBERLAND,37.53830999,-78.12522959,2019-09-11,23040,0.50 - 1.0 Mile,209,0.67
1508 CARTERSVILLE ROAD,Cumberland County,CARTERSVILLE,37.62678972,-78.14056307,2019-09-11,23027,3.0 - 5.0 Mile,995,3.36
631 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.56535687,-78.18522223,2019-09-11,23040,2.0 - 3.0 Mile,692,2.55
60 MILLER LANE,Cumberland County,CUMBERLAND,37.55373308,-78.12139544,2019-09-11,23040,0.25 Mile,15,0.05
76 PINEGROVE ROAD,Cumberland County,CUMBERLAND,37.54892213,-78.11894297,2019-09-11,23040,0.25 Mile,57,0.19
31 ANDERSON HIG*,Cumberland County,CUMBERLAND,37.54431879,-78.11146611,2019-09-11,23139,0.25 Mile,25,0.10
6479B BLENHEIM ROAD,Cumberland County,POWHATAN,37.54202974,-78.10993812,2019-09-11,23139,0.25 - 0.50 Mile,79,0.27
6588 BLENHEIM ROAD,Cumberland County,POWHATAN,37.53908749,-78.11053974,2019-09-11,23139,0.25 - 0.50 Mile,132,0.46
6615 BLENHEIM ROAD,Cumberland County,POWHATAN,37.53898571,-78.1161526,2019-09-11,23139,0.25 - 0.50 Mile,121,0.41
6607 BLENHEIM ROAD,Cumberland County,POWHATAN,37.53963294,-78.1173558,2019-09-11,23139,0.25 - 0.50 Mile,113,0.37
31 FRENCHS STORE ROAD,Cumberland County,CUMBERLAND,37.54036965,-78.12358258,2019-09-11,23040,0.50 - 1.0 Mile,146,0.51
47 FRENCHS STORE ROAD,Cumberland County,CUMBERLAND,37.53880937,-78.12425099,2019-09-11,23040,0.50 - 1.0 Mile,183,0.61
44 FRENCHS STORE ROAD,Cumberland County,CUMBERLAND,37.53902472,-78.12531476,2019-09-11,23040,0.50 - 1.0 Mile,197,0.65
38 FRENCHS STORE ROAD,Cumberland County,CUMBERLAND,37.53997949,-78.12703465,2019-09-11,23040,0.50 - 1.0 Mile,211,0.68
28 FRENCHS STORE ROAD,Cumberland County,CUMBERLAND,37.54058345,-78.12560197,2019-09-11,23040,0.50 - 1.0 Mile,180,0.60
120 MILLER LANE,Cumberland County,CUMBERLAND,37.55990583,-78.11775264,2019-09-11,23040,0.25 Mile,2,0.02
122 MILLER LANE,Cumberland County,CUMBERLAND,37.56042675,-78.11752476,2019-09-11,23040,0.25 Mile,9,0.04
27 CLINTON ROAD,Cumberland County,CUMBERLAND,37.54009393,-78.14021882,2019-09-11,23040,0.50 - 1.0 Mile,230,0.72
280 ANDERSON HIG*,Cumberland County,CUMBERLAND,37.54185529,-78.13614222,2019-09-11,23040,0.50 - 1.0 Mile,152,0.53
20 CHURCHWOOD LANE,Cumberland County,CUMBERLAND,37.54117866,-78.13838251,2019-09-11,23040,0.50 - 1.0 Mile,184,0.61
116 CHURCHWOOD LANE,Cumberland County,CUMBERLAND,37.54866023,-78.13569681,2019-09-11,23040,0.25 Mile,26,0.10
60 CHURCHWOOD LANE,Cumberland County,CUMBERLAND,37.54408044,-78.13663203,2019-09-11,23040,0.25 - 0.50 Mile,120,0.39
30 CHURCHWOOD LANE,Cumberland County,CUMBERLAND,37.54172299,-78.13685759,2019-09-11,23040,0.50 - 1.0 Mile,159,0.55
36 CHURCHWOOD LANE,Cumberland County,CUMBERLAND,37.54297585,-78.13670193,2019-09-11,23040,0.25 - 0.50 Mile,133,0.46
3 CHURCHWOOD LANE,Cumberland County,CUMBERLAND,37.54082013,-78.14035328,2019-09-11,23040,0.50 - 1.0 Mile,213,0.68
19 CHURCHWOOD LANE,Cumberland County,CUMBERLAND,37.54201509,-78.13902933,2019-09-11,23040,0.50 - 1.0 Mile,173,0.58
28 HIDEAWAY TRA*,Cumberland County,CUMBERLAND,37.54291305,-78.14205825,2019-09-11,23040,0.50 - 1.0 Mile,189,0.63
16 HIDEAWAY TRA*,Cumberland County,CUMBERLAND,37.54195981,-78.14169652,2019-09-11,23040,0.50 - 1.0 Mile,202,0.66
8 HIDEAWAY TRA*,Cumberland County,CUMBERLAND,37.5413941,-78.14183926,2019-09-11,23040,0.50 - 1.0 Mile,217,0.70
72 RUBY LANE,Cumberland County,CUMBERLAND,37.55053342,-78.14816283,2019-09-11,23040,0.50 - 1.0 Mile,200,0.66
45 RUBY LANE,Cumberland County,CUMBERLAND,37.54521599,-78.15114674,2019-09-11,23040,0.50 - 1.0 Mile,292,0.92
13 RUBY LANE,Cumberland County,CUMBERLAND,37.54339941,-78.15170949,2019-09-11,23040,1.0 - 2.0 Mile,319,1.01
11 RUBY LANE,Cumberland County,CUMBERLAND,37.54276682,-78.15165451,2019-09-11,23040,1.0 - 2.0 Mile,325,1.03
201 CLINTON ROAD,Cumberland County,CUMBERLAND,37.54230556,-78.15613258,2019-09-11,23040,1.0 - 2.0 Mile,383,1.26
177 CLINTON ROAD,Cumberland County,CUMBERLAND,37.54202499,-78.15479357,2019-09-11,23040,1.0 - 2.0 Mile,365,1.21
37 PINE RIDGE DRI*,Cumberland County,CUMBERLAND,37.5569001,-78.19692113,2019-09-11,23040,3.0 - 5.0 Mile,904,3.16
16 PINE RIDGE DRI*,Cumberland County,CUMBERLAND,37.55595863,-78.19506121,2019-09-11,23040,3.0 - 5.0 Mile,864,3.06
36 ASHBURN ROAD,Cumberland County,CUMBERLAND,37.5540188,-78.19068395,2019-09-11,23040,2.0 - 3.0 Mile,792,2.84
107 PIPJUNGE ROAD,Cumberland County,CUMBERLAND,37.55653846,-78.17585439,2019-09-11,23040,2.0 - 3.0 Mile,582,2.01
620 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.56248934,-78.18181696,2019-09-11,23040,2.0 - 3.0 Mile,625,2.34
469 JENKINS CHURCH ROAD,Cumberland County,CUMBERLAND,37.55616248,-78.22369832,2019-09-11,23040,3.0 - 5.0 Mile,1890,4.63
211 CLINTON ROAD,Cumberland County,CUMBERLAND,37.54254744,-78.15649871,2019-09-11,23040,1.0 - 2.0 Mile,385,1.27
310 CLINTON ROAD,Cumberland County,CUMBERLAND,37.55104959,-78.16820882,2019-09-11,23040,1.0 - 2.0 Mile,525,1.68
466 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.55124228,-78.18655775,2019-09-11,23040,2.0 - 3.0 Mile,730,2.64
51 RUBY LANE,Cumberland County,CUMBERLAND,37.54790358,-78.14896818,2019-09-11,23040,0.50 - 1.0 Mile,234,0.74
35 CHURCHWOOD LANE,Cumberland County,CUMBERLAND,37.54249907,-78.13756748,2019-09-11,23040,0.50 - 1.0 Mile,144,0.51
213 CLINTON ROAD,Cumberland County,CUMBERLAND,37.54208966,-78.15726083,2019-09-11,23040,1.0 - 2.0 Mile,395,1.32
179 CLINTON ROAD,Cumberland County,CUMBERLAND,37.54188826,-78.15541962,2019-09-11,23040,1.0 - 2.0 Mile,377,1.24
518 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.55432316,-78.18446201,2019-09-11,23040,2.0 - 3.0 Mile,675,2.49
526 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.55602673,-78.18341758,2019-09-11,23040,2.0 - 3.0 Mile,652,2.42
1236 CARTERSVILLE ROAD,Cumberland County,CARTERSVILLE,37.60884772,-78.15967748,2019-09-11,23027,2.0 - 3.0 Mile,707,2.59
262 ANDERSON HIG*,Cumberland County,CUMBERLAND,37.54126576,-78.13478645,2019-09-11,23040,0.50 - 1.0 Mile,166,0.56
302 ANDERSON HIG*,Cumberland County,CUMBERLAND,37.53994939,-78.13842442,2019-09-11,23040,0.50 - 1.0 Mile,215,0.69
338 ANDERSON HIG*,Cumberland County,CUMBERLAND,37.5392009,-78.14217513,2019-09-11,23040,0.50 - 1.0 Mile,261,0.83
354 ANDERSON HIG*,Cumberland County,CUMBERLAND,37.53894099,-78.1433283,2019-09-11,23040,0.50 - 1.0 Mile,280,0.88
73 CLINTON ROAD,Cumberland County,CUMBERLAND,37.53957578,-78.14414902,2019-09-11,23040,0.50 - 1.0 Mile,279,0.87
378 ANDERSON HIG*,Cumberland County,CUMBERLAND,37.53753069,-78.14549054,2019-09-11,23040,1.0 - 2.0 Mile,322,1.03
170 CLINTON ROAD,Cumberland County,CUMBERLAND,37.54376495,-78.15346896,2019-09-11,23040,1.0 - 2.0 Mile,336,1.08
208 CLINTON ROAD,Cumberland County,CUMBERLAND,37.5452803,-78.15738485,2019-09-11,23040,1.0 - 2.0 Mile,374,1.23
231 CLINTON ROAD,Cumberland County,CUMBERLAND,37.54426286,-78.16095543,2019-09-11,23040,1.0 - 2.0 Mile,437,1.44
262 CLINTON ROAD,Cumberland County,CUMBERLAND,37.54603728,-78.16175827,2019-09-11,23040,1.0 - 2.0 Mile,440,1.45
272 CLINTON ROAD,Cumberland County,CUMBERLAND,37.54656538,-78.16232748,2019-09-11,23040,1.0 - 2.0 Mile,448,1.47
16 BROWN ROAD,Cumberland County,CUMBERLAND,37.54802889,-78.16189929,2019-09-11,23040,1.0 - 2.0 Mile,431,1.43
18 BROWN ROAD,Cumberland County,CUMBERLAND,37.54841313,-78.16236298,2019-09-11,23040,1.0 - 2.0 Mile,439,1.45
271 CLINTON ROAD,Cumberland County,CUMBERLAND,37.54611753,-78.16314309,2019-09-11,23040,1.0 - 2.0 Mile,472,1.52
275 CLINTON ROAD,Cumberland County,CUMBERLAND,37.54646454,-78.16354833,2019-09-11,23040,1.0 - 2.0 Mile,474,1.54
283 CLINTON ROAD,Cumberland County,CUMBERLAND,37.54681646,-78.16374671,2019-09-11,23040,1.0 - 2.0 Mile,475,1.54
298 CLINTON ROAD,Cumberland County,CUMBERLAND,37.54784822,-78.16570254,2019-09-11,23040,1.0 - 2.0 Mile,505,1.63
362 CLINTON ROAD,Cumberland County,CUMBERLAND,37.55170501,-78.17449545,2019-09-11,23040,1.0 - 2.0 Mile,579,1.99
360 CLINTON ROAD,Cumberland County,CUMBERLAND,37.54911827,-78.17216341,2019-09-11,23040,1.0 - 2.0 Mile,570,1.93
350 CLINTON ROAD,Cumberland County,CUMBERLAND,37.55015056,-78.17039549,2019-09-11,23040,1.0 - 2.0 Mile,552,1.81
348 CLINTON ROAD,Cumberland County,CUMBERLAND,37.54825472,-78.17092011,2019-09-11,23040,1.0 - 2.0 Mile,566,1.88
312 CLINTON ROAD,Cumberland County,CUMBERLAND,37.54876169,-78.16724988,2019-09-11,23040,1.0 - 2.0 Mile,531,1.69
314 CLINTON ROAD,Cumberland County,CUMBERLAND,37.54822083,-78.16783833,2019-09-11,23040,1.0 - 2.0 Mile,537,1.73
334 CLINTON ROAD,Cumberland County,CUMBERLAND,37.5482598,-78.16820354,2019-09-11,23040,1.0 - 2.0 Mile,542,1.75
332 CLINTON ROAD,Cumberland County,CUMBERLAND,37.547211,-78.16857354,2019-09-11,23040,1.0 - 2.0 Mile,549,1.80
336 CLINTON ROAD,Cumberland County,CUMBERLAND,37.54721207,-78.1689548,2019-09-11,23040,1.0 - 2.0 Mile,555,1.82
470 CLINTON ROAD,Cumberland County,CUMBERLAND,37.54787798,-78.18376969,2019-09-11,23040,2.0 - 3.0 Mile,696,2.56
422 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.54695465,-78.18938595,2019-09-11,23040,2.0 - 3.0 Mile,803,2.87
401 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.54586612,-78.19147193,2019-09-11,23040,3.0 - 5.0 Mile,833,3.00
377 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.54427612,-78.19438457,2019-09-11,23040,3.0 - 5.0 Mile,914,3.19
372 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.54305931,-78.19194884,2019-09-11,23040,3.0 - 5.0 Mile,877,3.09
369 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.54314021,-78.19457535,2019-09-11,23040,3.0 - 5.0 Mile,930,3.22
359 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.54239474,-78.19289266,2019-09-11,23040,3.0 - 5.0 Mile,900,3.15
351 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.54168952,-78.19404347,2019-09-11,23040,3.0 - 5.0 Mile,933,3.23
331 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.54028843,-78.19678967,2019-09-11,23040,3.0 - 5.0 Mile,1026,3.41
322 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.53907452,-78.1922754,2019-09-11,23040,3.0 - 5.0 Mile,916,3.19
329 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.53905283,-78.19663953,2019-09-11,23040,3.0 - 5.0 Mile,1037,3.42
300 MILLER LANE,Cumberland County,CUMBERLAND,37.57664495,-78.10917458,2019-09-11,23040,0.50 - 1.0 Mile,236,0.74
264 MILLER LANE,Cumberland County,CUMBERLAND,37.57258541,-78.11110386,2019-09-11,23040,0.50 - 1.0 Mile,194,0.64
6479A ANDERSON HIG*,Cumberland County,POWHATAN,37.54473033,-78.10786137,2019-09-11,23139,0.25 Mile,46,0.15
1 ANDERSON HIG*,Cumberland County,CUMBERLAND,37.54427255,-78.10912073,2019-09-11,23139,0.25 Mile,39,0.13
29 ANDERSON HIG*,Cumberland County,CUMBERLAND,37.54433569,-78.1104794,2019-09-11,23139,0.25 Mile,31,0.11
53 ANDERSON HIG*,Cumberland County,CUMBERLAND,37.54346151,-78.11285752,2019-09-11,23139,0.25 Mile,42,0.14
6630 BLENHEIM ROAD,Cumberland County,POWHATAN,37.54250785,-78.1151112,2019-09-11,23139,0.25 Mile,53,0.17
6646 BLENHEIM ROAD,Cumberland County,POWHATAN,37.54152904,-78.11482536,2019-09-11,23139,0.25 Mile,70,0.24
105 ANDERSON HIG*,Cumberland County,CUMBERLAND,37.54387966,-78.11807352,2019-09-11,23139,0.25 Mile,37,0.13
6631 BLENHEIM ROAD,Cumberland County,POWHATAN,37.54092275,-78.11566872,2019-09-11,23139,0.25 - 0.50 Mile,81,0.27
139 ANDERSON HIG*,Cumberland County,CUMBERLAND,37.542437,-78.12121853,2019-09-11,23139,0.25 - 0.50 Mile,94,0.33
152 ANDERSON HIG*,Cumberland County,CUMBERLAND,37.54392287,-78.12309346,2019-09-11,23139,0.25 - 0.50 Mile,118,0.39
169 ANDERSON HIG*,Cumberland County,CUMBERLAND,37.54274571,-78.1248229,2019-09-11,23139,0.25 - 0.50 Mile,140,0.50
196 ANDERSON HIG*,Cumberland County,CUMBERLAND,37.54291407,-78.12807851,2019-09-11,23040,0.25 - 0.50 Mile,134,0.47
35 FRENCHS STORE ROAD,Cumberland County,CUMBERLAND,37.54045285,-78.12258632,2019-09-11,23040,0.25 - 0.50 Mile,135,0.47
37 FRENCHS STORE ROAD,Cumberland County,CUMBERLAND,37.53960997,-78.12417797,2019-09-11,23040,0.50 - 1.0 Mile,172,0.57
32 FRENCHS STORE ROAD,Cumberland County,CUMBERLAND,37.5405743,-78.12685093,2019-09-11,23040,0.50 - 1.0 Mile,195,0.64
36 FRENCHS STORE ROAD,Cumberland County,CUMBERLAND,37.53997561,-78.12580219,2019-09-11,23040,0.50 - 1.0 Mile,190,0.63
43 FRENCHS STORE ROAD,Cumberland County,CUMBERLAND,37.53950402,-78.12295589,2019-09-11,23040,0.50 - 1.0 Mile,151,0.53
64 FRENCHS STORE ROAD,Cumberland County,CUMBERLAND,37.53758681,-78.12495713,2019-09-11,23040,0.50 - 1.0 Mile,218,0.70
59 FRENCHS STORE ROAD,Cumberland County,CUMBERLAND,37.53836179,-78.12423351,2019-09-11,23040,0.50 - 1.0 Mile,192,0.63
63 FRENCHS STORE ROAD,Cumberland County,CUMBERLAND,37.53850492,-78.12232989,2019-09-11,23040,0.50 - 1.0 Mile,164,0.56
6584 BLENHEIM ROAD,Cumberland County,POWHATAN,37.5377639,-78.10910504,2019-09-11,23139,0.50 - 1.0 Mile,170,0.57
274 ANDERSON HIG*,Cumberland County,CUMBERLAND,37.54423643,-78.13530967,2019-09-11,23040,0.25 - 0.50 Mile,109,0.36
199 ANDERSON HIG*,Cumberland County,CUMBERLAND,37.54183198,-78.12787736,2019-09-11,23040,0.50 - 1.0 Mile,155,0.54
209 ANDERSON HIG*,Cumberland County,CUMBERLAND,37.54210118,-78.12901974,2019-09-11,23040,0.50 - 1.0 Mile,147,0.51
