Address,Municipality,Locality,LAT,LONG,Updated,Zip,Distance Breaks,Distance Rank,Distance
16 HIDEAWAY TRA*,Cumberland County,CUMBERLAND,37.54195981,-78.14169652,2019-09-11,23040,1.0 - 2.0 Mile,146,1.04
8 HIDEAWAY TRA*,Cumberland County,CUMBERLAND,37.5413941,-78.14183926,2019-09-11,23040,1.0 - 2.0 Mile,157,1.08
72 RUBY LANE,Cumberland County,CUMBERLAND,37.55053342,-78.14816283,2019-09-11,23040,0.50 - 1.0 Mile,97,0.91
45 RUBY LANE,Cumberland County,CUMBERLAND,37.54521599,-78.15114674,2019-09-11,23040,1.0 - 2.0 Mile,206,1.24
13 RUBY LANE,Cumberland County,CUMBERLAND,37.54339941,-78.15170949,2019-09-11,23040,1.0 - 2.0 Mile,236,1.34
11 RUBY LANE,Cumberland County,CUMBERLAND,37.54276682,-78.15165451,2019-09-11,23040,1.0 - 2.0 Mile,241,1.36
201 CLINTON ROAD,Cumberland County,CUMBERLAND,37.54230556,-78.15613258,2019-09-11,23040,1.0 - 2.0 Mile,307,1.58
177 CLINTON ROAD,Cumberland County,CUMBERLAND,37.54202499,-78.15479357,2019-09-11,23040,1.0 - 2.0 Mile,290,1.53
37 PINE RIDGE DRI*,Cumberland County,CUMBERLAND,37.5569001,-78.19692113,2019-09-11,23040,3.0 - 5.0 Mile,862,3.49
16 PINE RIDGE DRI*,Cumberland County,CUMBERLAND,37.55595863,-78.19506121,2019-09-11,23040,3.0 - 5.0 Mile,822,3.39
36 ASHBURN ROAD,Cumberland County,CUMBERLAND,37.5540188,-78.19068395,2019-09-11,23040,3.0 - 5.0 Mile,739,3.15
107 PIPJUNGE ROAD,Cumberland County,CUMBERLAND,37.55653846,-78.17585439,2019-09-11,23040,2.0 - 3.0 Mile,512,2.33
620 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.56248934,-78.18181696,2019-09-11,23040,2.0 - 3.0 Mile,608,2.69
469 JENKINS CHURCH ROAD,Cumberland County,CUMBERLAND,37.55616248,-78.22369832,2019-09-11,23040,3.0 - 5.0 Mile,1656,4.96
211 CLINTON ROAD,Cumberland County,CUMBERLAND,37.54254744,-78.15649871,2019-09-11,23040,1.0 - 2.0 Mile,310,1.58
310 CLINTON ROAD,Cumberland County,CUMBERLAND,37.55104959,-78.16820882,2019-09-11,23040,1.0 - 2.0 Mile,406,1.95
466 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.55124228,-78.18655775,2019-09-11,23040,2.0 - 3.0 Mile,681,2.94
51 RUBY LANE,Cumberland County,CUMBERLAND,37.54790358,-78.14896818,2019-09-11,23040,1.0 - 2.0 Mile,143,1.03
35 CHURCHWOOD LANE,Cumberland County,CUMBERLAND,37.54249907,-78.13756748,2019-09-11,23040,0.50 - 1.0 Mile,95,0.90
213 CLINTON ROAD,Cumberland County,CUMBERLAND,37.54208966,-78.15726083,2019-09-11,23040,1.0 - 2.0 Mile,321,1.64
179 CLINTON ROAD,Cumberland County,CUMBERLAND,37.54188826,-78.15541962,2019-09-11,23040,1.0 - 2.0 Mile,304,1.56
518 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.55432316,-78.18446201,2019-09-11,23040,2.0 - 3.0 Mile,643,2.81
526 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.55602673,-78.18341758,2019-09-11,23040,2.0 - 3.0 Mile,625,2.75
1236 CARTERSVILLE ROAD,Cumberland County,CARTERSVILLE,37.60884772,-78.15967748,2019-09-11,23027,3.0 - 5.0 Mile,743,3.17
262 ANDERSON HIG*,Cumberland County,CUMBERLAND,37.54126576,-78.13478645,2019-09-11,23040,0.50 - 1.0 Mile,109,0.93
302 ANDERSON HIG*,Cumberland County,CUMBERLAND,37.53994939,-78.13842442,2019-09-11,23040,1.0 - 2.0 Mile,161,1.08
338 ANDERSON HIG*,Cumberland County,CUMBERLAND,37.5392009,-78.14217513,2019-09-11,23040,1.0 - 2.0 Mile,200,1.22
354 ANDERSON HIG*,Cumberland County,CUMBERLAND,37.53894099,-78.1433283,2019-09-11,23040,1.0 - 2.0 Mile,214,1.26
73 CLINTON ROAD,Cumberland County,CUMBERLAND,37.53957578,-78.14414902,2019-09-11,23040,1.0 - 2.0 Mile,211,1.25
378 ANDERSON HIG*,Cumberland County,CUMBERLAND,37.53753069,-78.14549054,2019-09-11,23040,1.0 - 2.0 Mile,256,1.41
170 CLINTON ROAD,Cumberland County,CUMBERLAND,37.54376495,-78.15346896,2019-09-11,23040,1.0 - 2.0 Mile,250,1.40
208 CLINTON ROAD,Cumberland County,CUMBERLAND,37.5452803,-78.15738485,2019-09-11,23040,1.0 - 2.0 Mile,287,1.52
231 CLINTON ROAD,Cumberland County,CUMBERLAND,37.54426286,-78.16095543,2019-09-11,23040,1.0 - 2.0 Mile,345,1.73
262 CLINTON ROAD,Cumberland County,CUMBERLAND,37.54603728,-78.16175827,2019-09-11,23040,1.0 - 2.0 Mile,339,1.71
272 CLINTON ROAD,Cumberland County,CUMBERLAND,37.54656538,-78.16232748,2019-09-11,23040,1.0 - 2.0 Mile,344,1.73
16 BROWN ROAD,Cumberland County,CUMBERLAND,37.54802889,-78.16189929,2019-09-11,23040,1.0 - 2.0 Mile,329,1.67
18 BROWN ROAD,Cumberland County,CUMBERLAND,37.54841313,-78.16236298,2019-09-11,23040,1.0 - 2.0 Mile,331,1.69
271 CLINTON ROAD,Cumberland County,CUMBERLAND,37.54611753,-78.16314309,2019-09-11,23040,1.0 - 2.0 Mile,360,1.78
275 CLINTON ROAD,Cumberland County,CUMBERLAND,37.54646454,-78.16354833,2019-09-11,23040,1.0 - 2.0 Mile,363,1.79
283 CLINTON ROAD,Cumberland County,CUMBERLAND,37.54681646,-78.16374671,2019-09-11,23040,1.0 - 2.0 Mile,364,1.79
298 CLINTON ROAD,Cumberland County,CUMBERLAND,37.54784822,-78.16570254,2019-09-11,23040,1.0 - 2.0 Mile,381,1.87
362 CLINTON ROAD,Cumberland County,CUMBERLAND,37.55170501,-78.17449545,2019-09-11,23040,2.0 - 3.0 Mile,499,2.28
360 CLINTON ROAD,Cumberland County,CUMBERLAND,37.54911827,-78.17216341,2019-09-11,23040,2.0 - 3.0 Mile,471,2.19
350 CLINTON ROAD,Cumberland County,CUMBERLAND,37.55015056,-78.17039549,2019-09-11,23040,2.0 - 3.0 Mile,440,2.08
348 CLINTON ROAD,Cumberland County,CUMBERLAND,37.54825472,-78.17092011,2019-09-11,23040,2.0 - 3.0 Mile,460,2.14
312 CLINTON ROAD,Cumberland County,CUMBERLAND,37.54876169,-78.16724988,2019-09-11,23040,1.0 - 2.0 Mile,401,1.93
314 CLINTON ROAD,Cumberland County,CUMBERLAND,37.54822083,-78.16783833,2019-09-11,23040,1.0 - 2.0 Mile,414,1.98
334 CLINTON ROAD,Cumberland County,CUMBERLAND,37.5482598,-78.16820354,2019-09-11,23040,1.0 - 2.0 Mile,418,1.99
332 CLINTON ROAD,Cumberland County,CUMBERLAND,37.547211,-78.16857354,2019-09-11,23040,2.0 - 3.0 Mile,430,2.03
336 CLINTON ROAD,Cumberland County,CUMBERLAND,37.54721207,-78.1689548,2019-09-11,23040,2.0 - 3.0 Mile,435,2.05
470 CLINTON ROAD,Cumberland County,CUMBERLAND,37.54787798,-78.18376969,2019-09-11,23040,2.0 - 3.0 Mile,648,2.83
422 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.54695465,-78.18938595,2019-09-11,23040,3.0 - 5.0 Mile,735,3.14
401 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.54586612,-78.19147193,2019-09-11,23040,3.0 - 5.0 Mile,778,3.27
377 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.54427612,-78.19438457,2019-09-11,23040,3.0 - 5.0 Mile,848,3.45
372 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.54305931,-78.19194884,2019-09-11,23040,3.0 - 5.0 Mile,811,3.35
369 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.54314021,-78.19457535,2019-09-11,23040,3.0 - 5.0 Mile,860,3.48
359 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.54239474,-78.19289266,2019-09-11,23040,3.0 - 5.0 Mile,830,3.41
351 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.54168952,-78.19404347,2019-09-11,23040,3.0 - 5.0 Mile,859,3.48
331 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.54028843,-78.19678967,2019-09-11,23040,3.0 - 5.0 Mile,947,3.66
322 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.53907452,-78.1922754,2019-09-11,23040,3.0 - 5.0 Mile,844,3.45
329 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.53905283,-78.19663953,2019-09-11,23040,3.0 - 5.0 Mile,957,3.68
300 MILLER LANE,Cumberland County,CUMBERLAND,37.57664495,-78.10917458,2019-09-11,23040,0.50 - 1.0 Mile,85,0.88
264 MILLER LANE,Cumberland County,CUMBERLAND,37.57258541,-78.11110386,2019-09-11,23040,0.50 - 1.0 Mile,56,0.70
6479A ANDERSON HIG*,Cumberland County,POWHATAN,37.54473033,-78.10786137,2019-09-11,23139,1.0 - 2.0 Mile,172,1.12
1 ANDERSON HIG*,Cumberland County,CUMBERLAND,37.54427255,-78.10912073,2019-09-11,23139,1.0 - 2.0 Mile,160,1.08
29 ANDERSON HIG*,Cumberland County,CUMBERLAND,37.54433569,-78.1104794,2019-09-11,23139,1.0 - 2.0 Mile,139,1.02
53 ANDERSON HIG*,Cumberland County,CUMBERLAND,37.54346151,-78.11285752,2019-09-11,23139,0.50 - 1.0 Mile,124,0.97
6630 BLENHEIM ROAD,Cumberland County,POWHATAN,37.54250785,-78.1151112,2019-09-11,23139,0.50 - 1.0 Mile,114,0.95
6646 BLENHEIM ROAD,Cumberland County,POWHATAN,37.54152904,-78.11482536,2019-09-11,23139,1.0 - 2.0 Mile,136,1.01
105 ANDERSON HIG*,Cumberland County,CUMBERLAND,37.54387966,-78.11807352,2019-09-11,23139,0.50 - 1.0 Mile,65,0.78
6631 BLENHEIM ROAD,Cumberland County,POWHATAN,37.54092275,-78.11566872,2019-09-11,23139,1.0 - 2.0 Mile,138,1.02
139 ANDERSON HIG*,Cumberland County,CUMBERLAND,37.542437,-78.12121853,2019-09-11,23139,0.50 - 1.0 Mile,69,0.80
152 ANDERSON HIG*,Cumberland County,CUMBERLAND,37.54392287,-78.12309346,2019-09-11,23139,0.50 - 1.0 Mile,52,0.67
169 ANDERSON HIG*,Cumberland County,CUMBERLAND,37.54274571,-78.1248229,2019-09-11,23139,0.50 - 1.0 Mile,61,0.74
196 ANDERSON HIG*,Cumberland County,CUMBERLAND,37.54291407,-78.12807851,2019-09-11,23040,0.50 - 1.0 Mile,59,0.73
35 FRENCHS STORE ROAD,Cumberland County,CUMBERLAND,37.54045285,-78.12258632,2019-09-11,23040,0.50 - 1.0 Mile,100,0.91
37 FRENCHS STORE ROAD,Cumberland County,CUMBERLAND,37.53960997,-78.12417797,2019-09-11,23040,0.50 - 1.0 Mile,120,0.96
32 FRENCHS STORE ROAD,Cumberland County,CUMBERLAND,37.5405743,-78.12685093,2019-09-11,23040,0.50 - 1.0 Mile,91,0.89
36 FRENCHS STORE ROAD,Cumberland County,CUMBERLAND,37.53997561,-78.12580219,2019-09-11,23040,0.50 - 1.0 Mile,107,0.93
43 FRENCHS STORE ROAD,Cumberland County,CUMBERLAND,37.53950402,-78.12295589,2019-09-11,23040,0.50 - 1.0 Mile,125,0.98
64 FRENCHS STORE ROAD,Cumberland County,CUMBERLAND,37.53758681,-78.12495713,2019-09-11,23040,1.0 - 2.0 Mile,165,1.09
59 FRENCHS STORE ROAD,Cumberland County,CUMBERLAND,37.53836179,-78.12423351,2019-09-11,23040,1.0 - 2.0 Mile,149,1.04
63 FRENCHS STORE ROAD,Cumberland County,CUMBERLAND,37.53850492,-78.12232989,2019-09-11,23040,1.0 - 2.0 Mile,151,1.05
6584 BLENHEIM ROAD,Cumberland County,POWHATAN,37.5377639,-78.10910504,2019-09-11,23139,1.0 - 2.0 Mile,251,1.41
274 ANDERSON HIG*,Cumberland County,CUMBERLAND,37.54423643,-78.13530967,2019-09-11,23040,0.50 - 1.0 Mile,62,0.75
199 ANDERSON HIG*,Cumberland County,CUMBERLAND,37.54183198,-78.12787736,2019-09-11,23040,0.50 - 1.0 Mile,70,0.80
209 ANDERSON HIG*,Cumberland County,CUMBERLAND,37.54210118,-78.12901974,2019-09-11,23040,0.50 - 1.0 Mile,67,0.79
217 ANDERSON HIG*,Cumberland County,CUMBERLAND,37.54187985,-78.13000761,2019-09-11,23040,0.50 - 1.0 Mile,74,0.82
219 ANDERSON HIG*,Cumberland County,CUMBERLAND,37.54113626,-78.12988229,2019-09-11,23040,0.50 - 1.0 Mile,83,0.87
275 ANDERSON HIG*,Cumberland County,CUMBERLAND,37.53999272,-78.13576343,2019-09-11,23040,1.0 - 2.0 Mile,144,1.03
66 CLINTON FARM COU*,Cumberland County,CARTERSVILLE,37.60461699,-78.12610075,2019-09-11,23027,2.0 - 3.0 Mile,497,2.27
648 DEEP RUN ROAD,Cumberland County,CARTERSVILLE,37.59876097,-78.12045323,2019-09-11,23027,1.0 - 2.0 Mile,385,1.89
649 DEEP RUN ROAD,Cumberland County,CARTERSVILLE,37.59904233,-78.12248626,2019-09-11,23027,1.0 - 2.0 Mile,389,1.89
651 DEEP RUN ROAD,Cumberland County,CARTERSVILLE,37.59886796,-78.12207769,2019-09-11,23027,1.0 - 2.0 Mile,384,1.88
618 DEEP RUN ROAD,Cumberland County,CARTERSVILLE,37.59202406,-78.12366982,2019-09-11,23027,1.0 - 2.0 Mile,253,1.41
65 OAKLAND ROAD,Cumberland County,CARTERSVILLE,37.59763359,-78.10994991,2019-09-11,23027,1.0 - 2.0 Mile,410,1.96
503 PINEGROVE ROAD,Cumberland County,CUMBERLAND,37.58168908,-78.13382267,2019-09-11,23027,0.50 - 1.0 Mile,75,0.83
530 PINEGROVE ROAD,Cumberland County,CARTERSVILLE,37.58356717,-78.12984492,2019-09-11,23027,0.50 - 1.0 Mile,80,0.85
532 PINEGROVE ROAD,Cumberland County,CARTERSVILLE,37.58351591,-78.12899042,2019-09-11,23027,0.50 - 1.0 Mile,78,0.84
463 PINEGROVE ROAD,Cumberland County,CUMBERLAND,37.57821298,-78.13827523,2019-09-11,23027,0.50 - 1.0 Mile,64,0.77
122 LOCUST GRO*,Cumberland County,CARTERSVILLE,37.57418825,-78.14392085,2019-09-11,23027,0.50 - 1.0 Mile,82,0.86
378 PINEGROVE ROAD,Cumberland County,CUMBERLAND,37.57140875,-78.13547919,2019-09-11,23040,0.25 - 0.50 Mile,20,0.36
356 PINEGROVE ROAD,Cumberland County,CUMBERLAND,37.56959718,-78.13550178,2019-09-11,23040,0.25 - 0.50 Mile,18,0.31
296 PINEGROVE ROAD,Cumberland County,CUMBERLAND,37.5655051,-78.1336356,2019-09-11,23040,0.25 Mile,11,0.23
267 PINEGROVE ROAD,Cumberland County,CUMBERLAND,37.56281901,-78.13323922,2019-09-11,23040,0.25 Mile,6,0.15
263 PINEGROVE ROAD,Cumberland County,CUMBERLAND,37.5622428,-78.13275714,2019-09-11,23040,0.25 Mile,3,0.12
82 MILLER LANE,Cumberland County,CUMBERLAND,37.5575509,-78.11817407,2019-09-11,23040,0.25 Mile,10,0.22
130 MILLER LANE,Cumberland County,CUMBERLAND,37.56065293,-78.11565532,2019-09-11,23040,0.25 - 0.50 Mile,23,0.40
128 MILLER LANE,Cumberland County,CUMBERLAND,37.56085416,-78.11594899,2019-09-11,23040,0.25 - 0.50 Mile,22,0.38
57 ALDER LANE,Cumberland County,CUMBERLAND,37.56590382,-78.10922521,2019-09-11,23040,0.50 - 1.0 Mile,77,0.83
5 ALDER LANE,Cumberland County,CUMBERLAND,37.56509584,-78.11466934,2019-09-11,23040,0.50 - 1.0 Mile,39,0.53
192 MILLER LANE,Cumberland County,CUMBERLAND,37.56593525,-78.11413308,2019-09-11,23040,0.50 - 1.0 Mile,41,0.58
206 MILLER LANE,Cumberland County,CUMBERLAND,37.56704831,-78.11328629,2019-09-11,23040,0.50 - 1.0 Mile,44,0.63
216 MILLER LANE,Cumberland County,CUMBERLAND,37.56793834,-78.11248376,2019-09-11,23040,0.50 - 1.0 Mile,49,0.65
230 MILLER LANE,Cumberland County,CUMBERLAND,37.56908775,-78.11225498,2019-09-11,23040,0.50 - 1.0 Mile,46,0.64
228 MILLER LANE,Cumberland County,CUMBERLAND,37.56974915,-78.11153268,2019-09-11,23040,0.50 - 1.0 Mile,51,0.67
87 PINEGROVE ROAD,Cumberland County,CUMBERLAND,37.55053741,-78.12613895,2019-09-11,23040,0.25 Mile,9,0.20
79 PINEGROVE ROAD,Cumberland County,CUMBERLAND,37.54979138,-78.12614266,2019-09-11,23040,0.25 - 0.50 Mile,12,0.25
75 PINEGROVE ROAD,Cumberland County,CUMBERLAND,37.54933297,-78.12617422,2019-09-11,23040,0.25 - 0.50 Mile,14,0.28
74 PINEGROVE ROAD,Cumberland County,CUMBERLAND,37.54943485,-78.12409135,2019-09-11,23040,0.25 - 0.50 Mile,15,0.29
68 PINEGROVE ROAD,Cumberland County,CUMBERLAND,37.54884486,-78.12501108,2019-09-11,23040,0.25 - 0.50 Mile,19,0.32
49 PINEGROVE ROAD,Cumberland County,CUMBERLAND,37.54744896,-78.12802978,2019-09-11,23040,0.25 - 0.50 Mile,25,0.42
47 PINEGROVE ROAD,Cumberland County,CUMBERLAND,37.54703346,-78.12718238,2019-09-11,23040,0.25 - 0.50 Mile,28,0.44
37 PINEGROVE ROAD,Cumberland County,CUMBERLAND,37.54662869,-78.12695272,2019-09-11,23040,0.25 - 0.50 Mile,34,0.47
34 PINEGROVE ROAD,Cumberland County,CUMBERLAND,37.54597324,-78.12522398,2019-09-11,23040,0.50 - 1.0 Mile,38,0.52
209 BROWN ROAD,Cumberland County,CUMBERLAND,37.56000463,-78.1521074,2019-09-11,23040,1.0 - 2.0 Mile,153,1.06
171 BROWN ROAD,Cumberland County,CUMBERLAND,37.55732691,-78.15455491,2019-09-11,23040,1.0 - 2.0 Mile,188,1.16
146 BROWN ROAD,Cumberland County,CUMBERLAND,37.55483612,-78.15345659,2019-09-11,23040,1.0 - 2.0 Mile,167,1.11
69 BROWN ROAD,Cumberland County,CUMBERLAND,37.55540016,-78.16321383,2019-09-11,23040,1.0 - 2.0 Mile,323,1.64
131 PIPJUNGE ROAD,Cumberland County,CUMBERLAND,37.55404366,-78.17635,2019-09-11,23040,2.0 - 3.0 Mile,527,2.37
457 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.55047193,-78.18954073,2019-09-11,23040,3.0 - 5.0 Mile,723,3.11
65 ASHBURN ROAD,Cumberland County,CUMBERLAND,37.54971462,-78.19376332,2019-09-11,23040,3.0 - 5.0 Mile,812,3.35
83 ASHBURN ROAD,Cumberland County,CUMBERLAND,37.550354,-78.19805012,2019-09-11,23040,3.0 - 5.0 Mile,892,3.58
85 ASHBURN ROAD,Cumberland County,CUMBERLAND,37.54836978,-78.20209002,2019-09-11,23040,3.0 - 5.0 Mile,1006,3.81
418 JENKINS CHURCH ROAD,Cumberland County,CUMBERLAND,37.55263183,-78.21931544,2019-09-11,23040,3.0 - 5.0 Mile,1505,4.73
2 BONBROOK CREEK ROAD,Cumberland County,CUMBERLAND,37.54991965,-78.22155789,2019-09-11,23040,3.0 - 5.0 Mile,1582,4.86
18 BONBROOK CREEK ROAD,Cumberland County,CUMBERLAND,37.55067885,-78.22341681,2019-09-11,23040,3.0 - 5.0 Mile,1657,4.96
335 JENKINS CHURCH ROAD,Cumberland County,CUMBERLAND,37.54807212,-78.22345497,2019-09-11,23040,3.0 - 5.0 Mile,1678,4.98
344 JENKINS CHURCH ROAD,Cumberland County,CUMBERLAND,37.5481218,-78.22216404,2019-09-11,23040,3.0 - 5.0 Mile,1609,4.91
340 JENKINS CHURCH ROAD,Cumberland County,CUMBERLAND,37.54772674,-78.22225375,2019-09-11,23040,3.0 - 5.0 Mile,1612,4.92
336 JENKINS CHURCH ROAD,Cumberland County,CUMBERLAND,37.54749847,-78.22229872,2019-09-11,23040,3.0 - 5.0 Mile,1618,4.92
49 MARIGOLD LANE,Cumberland County,CUMBERLAND,37.58189286,-78.21636652,2019-09-11,23040,3.0 - 5.0 Mile,1568,4.83
251 MT AIRY LANE,Cumberland County,CUMBERLAND,37.58255853,-78.21844085,2019-09-11,23040,3.0 - 5.0 Mile,1646,4.95
89 ASHBURN ROAD,Cumberland County,CUMBERLAND,37.55364089,-78.19628186,2019-09-11,23040,3.0 - 5.0 Mile,851,3.46
29 PIPJUNGE ROAD,Cumberland County,CUMBERLAND,37.55595326,-78.18038681,2019-09-11,23040,2.0 - 3.0 Mile,581,2.58
511 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.5542518,-78.18677872,2019-09-11,23040,2.0 - 3.0 Mile,679,2.94
11 PIPJUNGE ROAD,Cumberland County,CUMBERLAND,37.55656972,-78.18425855,2019-09-11,23040,2.0 - 3.0 Mile,639,2.79
513 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.55484278,-78.18644225,2019-09-11,23040,2.0 - 3.0 Mile,674,2.92
545 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.55840213,-78.18626578,2019-09-11,23040,2.0 - 3.0 Mile,668,2.91
532 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.55832979,-78.18486533,2019-09-11,23040,2.0 - 3.0 Mile,649,2.83
528 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.55712169,-78.18216592,2019-09-11,23040,2.0 - 3.0 Mile,604,2.68
586 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.56011855,-78.18481948,2019-09-11,23040,2.0 - 3.0 Mile,651,2.84
29 MEADOR ROAD,Cumberland County,CUMBERLAND,37.55786077,-78.1905181,2019-09-11,23040,3.0 - 5.0 Mile,734,3.14
8 MEADOR ROAD,Cumberland County,CUMBERLAND,37.5603363,-78.18619435,2019-09-11,23040,2.0 - 3.0 Mile,671,2.91
601 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.56307033,-78.18935874,2019-09-11,23040,3.0 - 5.0 Mile,721,3.11
52 MEADOR ROAD,Cumberland County,CUMBERLAND,37.56036495,-78.18951905,2019-09-11,23040,3.0 - 5.0 Mile,719,3.09
637 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.56467948,-78.1843969,2019-09-11,23040,2.0 - 3.0 Mile,656,2.86
646 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.56469093,-78.18166338,2019-09-11,23040,2.0 - 3.0 Mile,614,2.71
662 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.56563121,-78.18171975,2019-09-11,23040,2.0 - 3.0 Mile,620,2.73
680 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.56688248,-78.18054698,2019-09-11,23040,2.0 - 3.0 Mile,607,2.69
669 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.56762872,-78.1837336,2019-09-11,23040,2.0 - 3.0 Mile,659,2.87
691 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.56839115,-78.18016339,2019-09-11,23040,2.0 - 3.0 Mile,612,2.70
700 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.56826792,-78.17900006,2019-09-11,23040,2.0 - 3.0 Mile,595,2.63
702 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.56826341,-78.17734051,2019-09-11,23040,2.0 - 3.0 Mile,574,2.55
704 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.56843809,-78.17377815,2019-09-11,23040,2.0 - 3.0 Mile,526,2.37
754 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.57225707,-78.17594844,2019-09-11,23040,2.0 - 3.0 Mile,571,2.54
768 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.57321546,-78.1747803,2019-09-11,23040,2.0 - 3.0 Mile,561,2.48
787 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.57534713,-78.17697741,2019-09-11,23040,2.0 - 3.0 Mile,592,2.62
104 PARKER ROAD,Cumberland County,CARTERSVILLE,37.57098825,-78.16639456,2019-09-11,23027,2.0 - 3.0 Mile,422,2.01
7 DEEP RUN ROAD,Cumberland County,CARTERSVILLE,37.57832411,-78.17402978,2019-09-11,23027,2.0 - 3.0 Mile,564,2.51
848 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.58029285,-78.17242134,2019-09-11,23027,2.0 - 3.0 Mile,559,2.47
856 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.58082846,-78.17400832,2019-09-11,23027,2.0 - 3.0 Mile,577,2.56
85 DEEP RUN ROAD,Cumberland County,CARTERSVILLE,37.57907852,-78.16590267,2019-09-11,23027,2.0 - 3.0 Mile,445,2.10
879 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.58181748,-78.17489406,2019-09-11,23027,2.0 - 3.0 Mile,593,2.63
885 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.58295771,-78.17557784,2019-09-11,23027,2.0 - 3.0 Mile,609,2.69
893 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.58397106,-78.17605159,2019-09-11,23027,2.0 - 3.0 Mile,623,2.74
886 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.5838757,-78.17179265,2019-09-11,23027,2.0 - 3.0 Mile,567,2.53
926 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.58664372,-78.17411414,2019-09-11,23027,2.0 - 3.0 Mile,618,2.72
935 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.58766736,-78.17516606,2019-09-11,23027,2.0 - 3.0 Mile,642,2.81
927 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.58700685,-78.17515814,2019-09-11,23027,2.0 - 3.0 Mile,636,2.79
136 BABER ROAD,Cumberland County,CUMBERLAND,37.58670151,-78.18925846,2019-09-11,23027,3.0 - 5.0 Mile,861,3.49
271 DEEP RUN ROAD,Cumberland County,CARTERSVILLE,37.58869504,-78.15518957,2019-09-11,23027,1.0 - 2.0 Mile,404,1.95
178 DEEP RUN ROAD,Cumberland County,CARTERSVILLE,37.57612216,-78.15658993,2019-09-11,23027,1.0 - 2.0 Mile,295,1.55
198 DEEP RUN ROAD,Cumberland County,CARTERSVILLE,37.57588412,-78.15231893,2019-09-11,23027,1.0 - 2.0 Mile,233,1.33
234 DEEP RUN ROAD,Cumberland County,CARTERSVILLE,37.58155444,-78.15164474,2019-09-11,23027,1.0 - 2.0 Mile,272,1.48
267 DEEP RUN ROAD,Cumberland County,CARTERSVILLE,37.58409781,-78.15072174,2019-09-11,23027,1.0 - 2.0 Mile,302,1.56
33 LOCUST GRO*,Cumberland County,CARTERSVILLE,37.5831695,-78.14620712,2019-09-11,23027,1.0 - 2.0 Mile,232,1.33
80 LOCUST GRO*,Cumberland County,CARTERSVILLE,37.57892583,-78.14549254,2019-09-11,23027,1.0 - 2.0 Mile,166,1.11
110 LOCUST GRO*,Cumberland County,CARTERSVILLE,37.57693722,-78.14393908,2019-09-11,23027,0.50 - 1.0 Mile,117,0.96
109 LOCUST GRO*,Cumberland County,CARTERSVILLE,37.57712371,-78.14184397,2019-09-11,23027,0.50 - 1.0 Mile,84,0.87
296 DEEP RUN ROAD,Cumberland County,CARTERSVILLE,37.58517902,-78.14793287,2019-09-11,23027,1.0 - 2.0 Mile,273,1.49
